,Unnamed: 0,Time ,User's full name ,Affected user ,Event context ,Component ,Name of event ,Description ,Origin ,IP address 
15513,15513,19.11.2020 16:14:03,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,2001:bb8:2002:98:d1c7:7852:b39a:57e9
15537,15537,19.11.2020 16:12:38,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4214956' reviewed by the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:98:d1c7:7852:b39a:57e9
15589,15589,19.11.2020 15:33:02,121,-,URL: Video - Unsik ,Url ,The course module has been viewed. ,The user with id '153879' viewed the 'url' activity with course module id '792998'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15590,15590,19.11.2020 15:32:45,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15591,15591,19.11.2020 15:32:34,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4214991' reviewed by the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15592,15592,19.11.2020 15:32:33,121,121,Test: Reminder ,Test ,The test has been performed ,The user with id '153879' has submitted the attempt with id '4214991' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15593,15593,19.11.2020 15:32:27,121,121,Test: Reminder ,Test ,Test summary was reviewed ,The user with id '153879' has viewed the summary for the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15594,15594,19.11.2020 15:32:14,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15595,15595,19.11.2020 15:32:06,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15596,15596,19.11.2020 15:30:57,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15597,15597,19.11.2020 15:30:54,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15598,15598,19.11.2020 15:30:47,121,121,Test: Reminder ,Test ,Test summary was reviewed ,The user with id '153879' has viewed the summary for the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15599,15599,19.11.2020 15:30:37,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15600,15600,19.11.2020 15:29:59,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15601,15601,19.11.2020 15:28:39,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15602,15602,19.11.2020 15:28:24,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15603,15603,19.11.2020 15:28:20,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15604,15604,19.11.2020 15:28:13,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15605,15605,19.11.2020 15:25:36,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15606,15606,19.11.2020 15:24:56,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15607,15607,19.11.2020 15:24:51,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15608,15608,19.11.2020 15:24:45,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15609,15609,19.11.2020 15:24:35,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15610,15610,19.11.2020 15:24:28,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15611,15611,19.11.2020 15:23:39,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15612,15612,19.11.2020 15:23:35,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15613,15613,19.11.2020 15:22:17,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15614,15614,19.11.2020 15:22:13,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15615,15615,19.11.2020 15:22:05,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15616,15616,19.11.2020 15:21:59,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15617,15617,19.11.2020 15:21:52,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15618,15618,19.11.2020 15:21:45,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15619,15619,19.11.2020 15:21:37,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15620,15620,19.11.2020 15:20:54,121,121,Test: Reminder ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214991' belonging to the user with id '153879' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15621,15621,19.11.2020 15:20:54,121,121,Test: Reminder ,Test ,Test aid has been started ,The user with id '153879' has started the attempt with id '4214991' for the quiz with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15622,15622,19.11.2020 15:20:51,121,-,Test: Reminder ,Test ,The course module has been viewed. ,The user with id '153879' viewed the 'quiz' activity with course module id '768064'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15623,15623,19.11.2020 15:20:09,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15624,15624,19.11.2020 15:19:02,121,121,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '153879' viewed the user report for the course with id '500' for user with id '153879'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15625,15625,19.11.2020 15:17:28,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15626,15626,19.11.2020 15:14:05,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4214956' reviewed by the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15627,15627,19.11.2020 15:14:05,121,121,Test: Control work exercises ,Test ,The test has been performed ,The user with id '153879' has submitted the attempt with id '4214956' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15628,15628,19.11.2020 15:13:59,121,121,Test: Control work exercises ,Test ,Test summary was reviewed ,The user with id '153879' has viewed the summary for the attempt with id '4214956' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15629,15629,19.11.2020 15:13:48,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214956' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15630,15630,19.11.2020 15:13:33,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214956' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15631,15631,19.11.2020 15:13:24,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214956' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,172.17.165.79
15632,15632,19.11.2020 15:12:49,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214956' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15633,15633,19.11.2020 15:12:34,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214956' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15634,15634,19.11.2020 15:12:25,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214956' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15635,15635,19.11.2020 15:11:59,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214956' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15636,15636,19.11.2020 15:11:44,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214956' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15637,15637,19.11.2020 15:11:28,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214956' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15638,15638,19.11.2020 15:11:28,121,121,Test: Control work exercises ,Test ,Test aid has been started ,The user with id '153879' has started the attempt with id '4214956' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15640,15640,19.11.2020 15:05:30,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4214903' reviewed by the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15641,15641,19.11.2020 15:05:30,121,121,Test: Control work exercises ,Test ,The test has been performed ,The user with id '153879' has submitted the attempt with id '4214903' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15642,15642,19.11.2020 15:05:30,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '13815734' for the user with id '153879' for the grade item with id '106706'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15643,15643,19.11.2020 15:05:24,121,121,Test: Control work exercises ,Test ,Test summary was reviewed ,The user with id '153879' has viewed the summary for the attempt with id '4214903' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15644,15644,19.11.2020 15:05:12,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214903' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15646,15646,19.11.2020 15:05:02,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214903' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15647,15647,19.11.2020 15:03:54,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214903' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15648,15648,19.11.2020 15:02:43,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214903' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15649,15649,19.11.2020 15:02:21,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214903' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15658,15658,19.11.2020 15:00:17,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214903' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15660,15660,19.11.2020 15:00:00,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214903' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15665,15665,19.11.2020 14:58:16,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214903' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15666,15666,19.11.2020 14:58:10,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214903' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15667,15667,19.11.2020 14:57:43,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4214508' reviewed by the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15668,15668,19.11.2020 14:57:35,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214903' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15669,15669,19.11.2020 14:56:11,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214903' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15670,15670,19.11.2020 14:56:11,121,121,Test: Control work exercises ,Test ,Test aid has been started ,The user with id '153879' has started the attempt with id '4214903' for the quiz with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15671,15671,19.11.2020 14:56:05,121,-,Test: Control work exercises ,Test ,The course module has been viewed. ,The user with id '153879' viewed the 'quiz' activity with course module id '532897'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15674,15674,19.11.2020 14:55:32,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,2001:bb8:2002:3400:b:2774:d30e:6b72
15864,15864,19.11.2020 13:30:44,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4214508' reviewed by the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15865,15865,19.11.2020 13:30:44,121,121,Test: Control work exercises ,Test ,The test has been performed ,The user with id '153879' has submitted the attempt with id '4214508' for the quiz with course module id '532897'.,web,146.255.182.215
15866,15866,19.11.2020 13:30:43,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '13815734' for the user with id '153879' for the grade item with id '106706'.,web,146.255.182.215
15867,15867,19.11.2020 13:30:40,121,121,Test: Control work exercises ,Test ,Test summary was reviewed ,The user with id '153879' has viewed the summary for the attempt with id '4214508' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15868,15868,19.11.2020 13:29:39,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214508' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15874,15874,19.11.2020 13:28:38,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214508' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15875,15875,19.11.2020 13:28:22,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214508' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15876,15876,19.11.2020 13:27:18,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214508' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15878,15878,19.11.2020 13:26:45,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214508' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15879,15879,19.11.2020 13:26:43,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214508' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15880,15880,19.11.2020 13:26:37,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214508' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15884,15884,19.11.2020 13:26:14,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214508' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15889,15889,19.11.2020 13:25:43,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214508' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15890,15890,19.11.2020 13:24:49,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214508' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15891,15891,19.11.2020 13:24:11,121,121,Test: Control work exercises ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4214508' belonging to the user with id '153879' for the quiz with course module id '532897'.,web,146.255.182.215
15892,15892,19.11.2020 13:23:53,121,121,Test: Control work exercises ,Test ,Test aid has been started ,The user with id '153879' has started the attempt with id '4214508' for the quiz with course module id '532897'.,web,146.255.182.215
15893,15893,19.11.2020 13:23:51,121,-,Test: Control work exercises ,Test ,The course module has been viewed. ,The user with id '153879' viewed the 'quiz' activity with course module id '532897'.,web,146.255.182.215
15894,15894,19.11.2020 13:23:33,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,146.255.182.215
15895,15895,19.11.2020 13:23:21,121,-,Page: Control Work Guide ,Sheet ,The course module has been viewed. ,The user with id '153879' viewed the 'page' activity with course module id '806574'.,web,146.255.182.215
15896,15896,19.11.2020 13:23:12,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,146.255.182.215
16812,16812,18.11.2020 19:07:25,121,-,File: Example 2. Example of additional practice ,File ,The course module has been viewed. ,The user with id '153879' viewed the 'resource' activity with course module id '811211'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16814,16814,18.11.2020 19:07:11,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16930,16930,18.11.2020 18:19:13,121,-,Folder: Sample solutions for home tasks ,Folder ,The course module has been viewed. ,The user with id '153879' viewed the 'folder' activity with course module id '87635'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16931,16931,18.11.2020 18:19:04,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16932,16932,18.11.2020 18:18:55,121,-,Folder: Sample solutions for home tasks ,Folder ,Zip archive or -kaust is downloaded ,The user with id '153879' downloaded a zip archive containing all the files from the folder activity with course module id '529682'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16933,16933,18.11.2020 18:18:52,121,-,Folder: Sample solutions for home tasks ,Folder ,The course module has been viewed. ,The user with id '153879' viewed the 'folder' activity with course module id '529682'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16934,16934,18.11.2020 18:18:44,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16936,16936,18.11.2020 18:18:37,121,-,Folder: Sample solutions for home tasks ,Folder ,The course module has been viewed. ,The user with id '153879' viewed the 'folder' activity with course module id '87636'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16938,16938,18.11.2020 18:18:33,121,121,Test: Check yourself ,System ,The course of completion of the course is updated ,The user with id '153879' updated the completion state for the course module with id '530040' for the user with id '153879'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16940,16940,18.11.2020 18:18:31,121,121,VPL Exercise: 10th week homework ,System ,The course of completion of the course is updated ,The user with id '153879' updated the completion state for the course module with id '754359' for the user with id '153879'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16941,16941,18.11.2020 18:18:30,121,121,Test: 10th week test ,System ,The course of completion of the course is updated ,The user with id '153879' updated the completion state for the course module with id '753929' for the user with id '153879'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16943,16943,18.11.2020 18:18:24,121,121,VPL Exercise: 11th week's homework ,System ,The course of completion of the course is updated ,The user with id '153879' updated the completion state for the course module with id '754361' for the user with id '153879'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16945,16945,18.11.2020 18:18:23,121,121,Test: Test 11th week ,System ,The course of completion of the course is updated ,The user with id '153879' updated the completion state for the course module with id '753930' for the user with id '153879'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16946,16946,18.11.2020 18:18:21,121,121,Task: Project's original version ,System ,The course of completion of the course is updated ,The user with id '153879' updated the completion state for the course module with id '754579' for the user with id '153879'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
16949,16949,18.11.2020 18:18:03,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,2001:bb8:2002:98:8559:3c3e:e346:746b
19332,19332,12.11.2020 07:28:11,121,121,Test: Test 11th week ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4187993' reviewed by the user with id '153879' for the quiz with course module id '753930'.,web,46.131.46.248
19333,19333,12.11.2020 07:28:11,121,121,Test: Test 11th week ,Test ,The test has been performed ,The user with id '153879' has submitted the attempt with id '4187993' for the quiz with course module id '753930'.,web,46.131.46.248
19334,19334,12.11.2020 07:28:11,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '13815717' for the user with id '153879' for the grade item with id '101974'.,web,46.131.46.248
19335,19335,12.11.2020 07:28:11,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '13837318' for the user with id '153879' for the grade item with id '101887'.,web,46.131.46.248
19336,19336,12.11.2020 07:28:11,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '14650316' for the user with id '153879' for the grade item with id '145228'.,web,46.131.46.248
19337,19337,12.11.2020 07:28:06,121,121,Test: Test 11th week ,Test ,Test summary was reviewed ,The user with id '153879' has viewed the summary for the attempt with id '4187993' belonging to the user with id '153879' for the quiz with course module id '753930'.,web,46.131.46.248
19338,19338,12.11.2020 07:27:09,121,121,Test: Test 11th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4187993' belonging to the user with id '153879' for the quiz with course module id '753930'.,web,46.131.46.248
19339,19339,12.11.2020 07:26:38,121,121,Test: Test 11th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4187993' belonging to the user with id '153879' for the quiz with course module id '753930'.,web,46.131.46.248
19340,19340,12.11.2020 07:26:25,121,121,Test: Test 11th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4187993' belonging to the user with id '153879' for the quiz with course module id '753930'.,web,46.131.46.248
19341,19341,12.11.2020 07:26:15,121,121,Test: Test 11th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4187993' belonging to the user with id '153879' for the quiz with course module id '753930'.,web,46.131.46.248
19342,19342,12.11.2020 07:25:43,121,121,Test: Test 11th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4187993' belonging to the user with id '153879' for the quiz with course module id '753930'.,web,46.131.46.248
19343,19343,12.11.2020 07:25:09,121,121,Test: Test 11th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4187993' belonging to the user with id '153879' for the quiz with course module id '753930'.,web,46.131.46.248
19344,19344,12.11.2020 07:24:07,121,121,Test: Test 11th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4187993' belonging to the user with id '153879' for the quiz with course module id '753930'.,web,46.131.46.248
19345,19345,12.11.2020 07:24:00,121,121,Test: Test 11th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4187993' belonging to the user with id '153879' for the quiz with course module id '753930'.,web,46.131.46.248
